Name,Min_OS,Recom_OS,Min_Direct_X,Min_HDD_Space,Recom_CPU_Max_Temp,Recom_HDD_Space,Min_CPU_Lithography,Min_CPU_Physical_Cores,Recom_CPU_CPU_Speed,Recom_CPU_Lithography,Recom_CPU_Max_Temp,Min_GPU_Memory,Min_GPU_Memory_Speed,Min_GPU_Direct_X,Min_GPU_Pixel_Rate,Min_GPU_Texture_Rate,Min_GPU_Memory_Bandwidth
Rainbow Six: Siege,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,50 GB,67.0,50 GB,38.5,3.0,3.2,32.0,67.0,1024.0,1050.0,11.5,18.0,36.0,96.0
Battle for Graxia,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,3 GB,66.5,3 GB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Story Of Seasons: Friends Of Mineral Town,Windows 8 64-bit,Windows 10 64-bit,DirectX 11,2 GB,36.5,2 GB,32.0,5.0,3.15,32.0,36.5,1024.0,979.0,11.5,8.5,26.5,31.3
Avorion,Windows 7 64-bit,Windows 7 64-bit,,0MB,71.0,1 GB,65.0,2.0,2.58,45.0,71.0,768.0,1225.0,11.05,15.5,34.0,78.4
Overcooked! All You Can Eat,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,8 GB,69.5,8 GB,55.0,3.5,2.9,38.5,69.5,1024.0,1026.0,11.0,12.0,25.0,65.65
Goat of Duty,Windows 7 64-bit,Windows 10 64-bit,,5 GB,70.0,5 GB,38.5,2.5,3.23,36.5,70.0,1792.0,1201.0,12.0,34.0,55.5,185.8
Radical Heights,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,6 GB,0.0,6 GB,32.0,5.0,3.35,14.0,0.0,2048.0,1351.0,11.1,28.5,81.5,148.89999999999998
Sins of a Solar Empire: Entrenchment,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,72.5,0MB,180.0,1.0,2.35,65.0,72.5,192.0,337.5,9.0,0.0,0.0,5.4
"Warhammer 40,000: Shootas, Blood & Teef",Windows 8 64-bit,Windows 8 64-bit,DirectX 11,3 GB,72.0,3 GB,32.0,3.0,2.85,32.0,72.0,640.0,850.0,10.55,2.5,8.0,20.8
Banished,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,70.5,0MB,77.5,1.0,3.065,38.5,70.5,320.0,550.0,9.5,1.0,2.5,6.8
UnderRail,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,2 GB,66.5,2 GB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Sims 3: Pets,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,3.5 GB,66.5,3.5 GB,155.0,1.0,2.05,65.0,66.5,192.0,137.5,9.0,0.0,0.0,4.4
Golf With Your Friends,Windows Vista 64-bit,Windows 7 64-bit,DirectX 9,4 GB,32.5,4 GB,77.5,1.5,3.2,33.5,32.5,768.0,450.0,10.6,3.0,6.5,7.2
Initia: Elemental Arena,Windows 7 64-bit,Windows 10 64-bit,DirectX 9,7 GB,52.5,20 GB,45.0,4.0,3.7,27.0,52.5,1280.0,962.0,11.0,28.5,47.0,152.7
Total War SHOGUN 2: The Hattori Clan Pack,Windows XP 32-bit,Windows 7 32-bit,DirectX 9,0MB,37.0,0MB,130.0,1.0,3.165,45.0,37.0,256.0,325.0,9.5,2.0,2.0,8.4
Shiny The Firefly,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Lego Harry Potter: Years 5-7,Windows XP 32-bit,0,DirectX 9,9 GB,66.5,9 GB,65.0,2.0,2.75,45.0,66.5,384.0,450.0,9.55,5.5,12.5,22.4
Kingdoms of Amalur: Reckoning,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,10.5 GB,71.0,10.5 GB,65.0,2.0,2.5,55.0,71.0,192.0,400.0,10.05,3.5,13.0,19.2
Giraffe and Annika,Windows 10 64-bit,Windows 10 64-bit,DirectX 10,4 GB,50.0,4 GB,23.0,5.0,3.25,14.0,50.0,2048.0,1425.0,11.6,17.0,46.5,91.2
Crysis 3,Windows Vista 32-bit,Windows 7 64-bit,DirectX 11,20 GB,68.0,20 GB,45.0,2.0,2.6,38.5,68.0,768.0,850.0,11.0,3.0,5.5,20.0
Endless Dungeon,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,40 GB,36.5,40 GB,38.5,3.0,3.75,27.0,36.5,2048.0,1487.5,11.6,17.5,53.5,95.2
Spectro,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,1 GB,33.0,1 GB,55.0,2.0,2.95,27.0,33.0,4096.0,1751.5,12.0,53.5,152.5,224.2
System Shock Remake,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,2 GB,52.5,2 GB,32.0,6.0,3.7,27.0,52.5,2048.0,1351.0,11.1,31.5,95.0,172.95
"Warhammer 40,000: Sanctus Reach",Windows 7 32-bit,Windows 7 64-bit,DirectX 9,2 GB,32.5,2 GB,77.5,1.5,3.2,33.5,32.5,768.0,450.0,10.6,3.0,6.5,7.2
Pirates Outlaws,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,2 GB,52.5,2 GB,27.0,6.0,3.5,18.0,52.5,768.0,900.0,11.0,4.0,14.5,57.6
ArmA II,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,10 GB,68.0,10 GB,77.5,2.0,2.95,55.0,68.0,256.0,650.0,9.0,0.0,0.0,41.6
6180 the moon,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Sonic Adventure 2,Windows XP 32-bit,Windows 7 32-bit,DirectX 9,3 GB,72.5,6 GB,110.0,1.0,2.5,65.0,72.5,384.0,850.0,10.05,6.5,20.0,41.6
Mafia 2,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,8 GB,35.5,10 GB,77.5,2.0,2.4,77.5,35.5,256.0,600.0,10.0,3.0,7.0,19.2
Mauv,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
The Legend of Heroes: Trails of Cold Steel III,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,25 GB,35.5,25 GB,38.5,3.0,3.1,23.0,35.5,1024.0,1237.5,11.1,15.5,49.5,79.2
Men of War: Assault Squad 2 - Cold War,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,15 GB,36.5,15 GB,32.0,5.0,3.5,23.0,36.5,1024.0,1751.0,12.05,33.0,62.5,56.05
Cricket Captain 2018,Windows 7 32-bit,Windows 7 64-bit,DirectX 10,2 GB,39.0,2 GB,65.0,2.0,2.45,65.0,39.0,768.0,649.0,11.0,2.5,4.5,10.4
Wasteland Remastered,Windows 8 64-bit,Windows 10 64-bit,DirectX 11,4 GB,68.5,4 GB,38.5,3.0,2.85,43.5,68.5,640.0,650.0,11.0,3.0,5.5,10.4
Rogue Trooper Redux,Windows Vista 32-bit,Windows 7 64-bit,DirectX 11,18 GB,35.5,18 GB,90.0,2.0,2.98,45.0,35.5,512.0,963.0,10.55,7.5,12.5,61.65
Shadow Warrior 2013,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,8 GB,37.0,8 GB,65.0,2.0,3.23,45.0,37.0,768.0,950.0,11.5,13.0,23.5,89.6
Lumote,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,2 GB,36.5,2 GB,27.0,6.0,3.25,27.0,36.5,2560.0,1626.0,11.6,33.5,133.5,256.15
Warhammer 40000: Space Wolf,Windows 7 32-bit,Windows 7 64-bit,DirectX 11,3 GB,66.5,10 GB,65.0,2.0,2.45,65.0,66.5,768.0,450.0,10.6,3.0,6.5,7.2
Tetris Effect: Connected,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,5 GB,36.5,5 GB,18.0,3.0,3.4,18.0,36.5,2048.0,1375.0,11.2,23.5,51.0,132.8
Lightrise,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Resident Evil 5,Windows XP 32-bit,Windows Vista 32-bit,DirectX 9,8 GB,35.5,8 GB,90.0,1.5,2.85,55.0,35.5,256.0,250.0,9.5,3.0,3.0,16.0
S.T.A.L.K.E.R.: Clear Sky,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,10 GB,66.5,10 GB,130.0,1.0,2.165,77.5,66.5,192.0,325.0,9.0,0.0,0.0,5.2
BulletRage,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,2 GB,36.5,2 GB,27.0,3.0,3.3,27.0,36.5,1536.0,1008.0,11.05,10.0,24.0,50.25
Avowed,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,40 GB,36.5,40 GB,38.5,3.0,3.75,27.0,36.5,2048.0,1487.5,11.6,17.5,53.5,95.2
Tiger Knight: Empire War,Windows 7 32-bit,Windows 7 64-bit,DirectX 9,10 GB,32.5,10 GB,65.0,2.0,3.2,33.5,32.5,768.0,450.0,10.6,3.0,6.5,7.2
Spellbreak,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,20 GB,36.5,20 GB,48.5,3.0,3.15,32.0,36.5,2048.0,895.5,11.1,10.0,22.5,28.65
GoNNER,Windows Vista 32-bit,Windows Vista 32-bit,DirectX 9,1 GB,35.0,0,65.0,2.0,2.265,65.0,35.0,384.0,637.5,9.0,0.0,0.0,40.8
Micro Machines World Series,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,5 GB,36.5,5 GB,33.5,2.5,3.5,27.0,36.5,1024.0,900.0,11.0,4.0,13.0,28.8
Hidden Folks,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0,66.5,0,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Fate of the World Migration DLC,Windows XP 32-bit,0,DirectX 9,0MB,35.0,0MB,180.0,1.0,2.2,97.5,35.0,320.0,550.0,9.5,1.0,2.5,6.8
Lady Hammerlock the Baroness,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Call of Duty - Black Ops 2: Apocalypse,Windows 7 32-bit,Windows 7 64-bit,DirectX 11,10 GB,36.0,10 GB,65.0,2.0,2.83,45.0,36.0,768.0,800.0,10.05,7.5,17.5,40.0
Silent Hill: Homecoming,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,10 GB,73.0,10 GB,77.5,2.0,2.615,55.0,73.0,256.0,600.0,9.5,1.0,2.5,19.2
The Marvellous Miss Take,Windows 7 32-bit,Windows 7 64-bit,DirectX 9,0MB,65.5,0MB,55.0,2.5,3.05,38.5,65.5,256.0,450.0,10.0,1.5,2.5,11.2
Batman: A Telltale Game Series - Episode 4: Guardian of Gotham,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,5 GB,36.5,5 GB,65.0,2.0,3.3,32.0,36.5,768.0,725.0,10.55,12.0,20.5,59.2
Rescue HQ - The Tycoon,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,0MB,65.5,0MB,32.0,3.0,3.3,38.5,65.5,2048.0,1375.0,11.2,23.5,51.0,132.8
Street Fighter 30th Anniversary Collection,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,15 GB,69.5,15 GB,33.5,2.5,2.9,38.5,69.5,1536.0,1075.0,11.15,6.0,14.5,34.4
Arma II: Operation Arrowhead,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,7 GB,68.0,7 GB,77.5,2.0,2.95,55.0,68.0,256.0,650.0,9.0,0.0,0.0,41.6
Sakuna: Of Rice and Ruin,Windows 8 64-bit,Windows 10 64-bit,DirectX 11,7 GB,50.0,7 GB,14.0,4.0,3.45,14.0,50.0,2048.0,1275.0,11.15,22.5,49.0,120.0
Penarium,Windows Vista 32-bit,Windows 7 32-bit,,0MB,71.0,0MB,77.5,2.0,3.4000000000000004,27.0,71.0,512.0,850.0,10.05,5.5,11.0,35.2
Attack on Titan - Episode 3,Windows 7 32-bit,Windows 10 64-bit,DirectX 11,25 GB,36.5,25 GB,38.5,5.0,3.7,32.0,36.5,1024.0,1051.0,11.0,13.5,29.5,67.25
Coffin Dodgers,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,1.5 GB,69.5,1.5 GB,55.0,2.0,2.65,32.0,69.5,1280.0,947.5,10.55,11.5,25.0,60.650000000000006
Poker Night 2,Windows XP 32-bit,Windows 7 32-bit,DirectX 9,2 GB,66.5,2 GB,155.0,1.0,2.1,77.5,66.5,768.0,649.0,11.0,2.5,4.5,10.4
Beat Me!,Windows 7 64-bit,Windows 10 64-bit,DirectX 10,4 GB,70.5,4 GB,55.0,2.0,2.4,55.0,70.5,1024.0,1013.5,11.05,13.0,25.5,64.85
RWR:Z,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Ad Infinitum,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,40 GB,36.5,40 GB,38.5,3.0,3.75,27.0,36.5,2048.0,1487.5,11.6,17.5,53.5,95.2
Remnant: From the Ashes - Swamps of Corsus,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,40 GB,33.5,40 GB,27.0,6.0,3.2,23.0,33.5,2048.0,1451.0,11.55,28.0,72.5,161.7
Dragon Age 3: Inquisition - Jaws of Hakkon,Windows 7 64-bit,Windows 7 64-bit,DirectX 10,26 GB,68.5,26 GB,55.0,4.0,3.15,27.0,68.5,512.0,900.0,10.05,11.0,32.0,86.4
Delver,Windows Vista 32-bit,Windows Vista 32-bit,DirectX 9,0MB,36.0,0MB,90.0,1.0,1.75,65.0,36.0,64.0,215.0,8.05,0.0,0.0,3.45
Heal Hitler,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,2 GB,69.5,2 GB,33.5,2.5,2.9,38.5,69.5,2048.0,1012.5,12.0,11.5,24.5,50.4
Windforge,Windows 7 32-bit,Windows 7 64-bit,,2 GB,72.0,2 GB,65.0,2.0,3.115,45.0,72.0,128.0,721.5,10.5,4.0,14.0,23.1
Olvand,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1 GB,36.0,1 GB,180.0,1.0,1.85,65.0,36.0,320.0,550.0,9.5,1.0,2.5,6.8
PlayerUnknowns Battlegrounds,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,30 GB,0.0,30 GB,27.0,5.0,3.35,14.0,0.0,2048.0,1576.5,12.05,34.5,68.5,145.7
Dark Souls 3,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,25 GB,52.5,25 GB,32.0,4.0,3.7,27.0,52.5,2560.0,1300.0,11.15,21.5,66.5,163.2
Reaper: Tale Of A Pale Swordsman,Windows 7 32-bit,Windows 7 32-bit,DirectX 9,1 GB,36.0,2 GB,65.0,2.0,3.015,38.5,36.0,384.0,650.0,10.0,4.5,5.5,22.4
Nights into Dreams....,Windows XP 32-bit,Windows 7 32-bit,DirectX 9,4 GB,72.5,4 GB,130.0,1.0,2.3,77.5,72.5,256.0,600.0,10.05,3.5,5.0,19.200000000000003
Otems Defiance,Windows 7 32-bit,Windows 10 64-bit,DirectX 10,4 GB,36.5,5 GB,38.5,3.0,4.15,11.0,36.5,512.0,850.0,11.0,4.0,8.0,20.0
Rayman Legends,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,6 GB,66.5,6 GB,90.0,1.0,2.0,77.5,66.5,256.0,750.0,9.0,3.0,3.0,48.0
Wrestling MPire 2008: Career Edition,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,2 GB,66.5,2 GB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Sniper: Ghost Warrior 3,Windows Vista 64-bit,Windows 7 64-bit,DirectX 11,50 GB,67.0,50 GB,38.5,2.5,2.95,32.0,67.0,2048.0,1351.0,11.1,32.5,89.5,172.95
Saints Row: Gat Out Of Hell,Windows Vista 32-bit,Windows 7 64-bit,DirectX 10,10 GB,67.5,10 GB,45.0,2.0,2.5,38.5,67.5,960.0,999.5,10.5,14.5,41.0,119.95
Dog Duty,Windows 7 32-bit,Windows 10 64-bit,DirectX 11,0MB,36.5,0MB,38.5,3.0,3.45,23.0,36.5,2560.0,1626.0,11.6,33.5,133.5,256.15
Ghost Whisperer: A Brush With Death,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0,36.0,0,180.0,1.0,1.85,65.0,36.0,320.0,550.0,9.5,1.0,2.5,6.8
Ultimate Marvel vs Capcom 3,Windows 7 32-bit,Windows 7 64-bit,DirectX 9,16 GB,35.5,16 GB,55.0,2.5,2.93,48.5,35.5,960.0,1024.5,10.5,14.5,37.5,123.15
Bad North: Jotunn Edition,Windows 7 32-bit,Windows 7 64-bit,DirectX 11,0MB,35.0,0MB,30.0,3.0,2.45,33.5,35.0,1024.0,975.0,11.5,17.5,36.0,124.8
Silent Hill 2021,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,40 GB,36.5,40 GB,38.5,3.0,3.75,27.0,36.5,7168.0,2001.0,12.05,62.5,165.0,224.1
The Endless Mission,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,15 GB,36.5,15 GB,32.0,5.0,3.35,18.0,36.5,2560.0,1376.0,11.1,27.5,93.5,192.1
Vast,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
The Council - Episode 5: Checkmate,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,15 GB,52.5,15 GB,32.0,5.0,3.75,27.0,52.5,1536.0,1375.0,11.6,17.0,42.5,88.0
Final Fantasy XIV: Endwalker,Windows 8 64-bit,Windows 8 64-bit,DirectX 11,80 GB,36.5,80 GB,38.5,4.0,3.75,32.0,36.5,1536.0,1437.5,11.6,17.5,48.5,92.0
YesterMorrow,Windows 7 32-bit,Windows 10 64-bit,DirectX 9,2 GB,70.5,2 GB,55.0,2.0,2.4,55.0,70.5,768.0,899.0,11.05,3.0,6.0,21.6
Besiege,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,1 GB,32.5,10 GB,65.0,2.0,3.2,33.5,32.5,768.0,450.0,10.6,3.0,6.5,7.2
DMC: Devil May Cry,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,9 GB,71.0,9 GB,65.0,2.0,2.5,55.0,71.0,288.0,811.0,10.05,10.5,11.5,58.25
Risk: Global Domination,Windows Vista 32-bit,Windows 10 64-bit,DirectX 10,0MB,30.5,0MB,55.0,2.0,2.8,55.0,30.5,256.0,583.5,10.05,2.5,4.0,12.65
Tropico 5 - Generalissimo,Windows Vista 32-bit,Windows 7 64-bit,DirectX 11,4 GB,71.0,4 GB,65.0,2.0,2.35,38.5,71.0,1024.0,850.0,11.05,1.5,1.5,27.200000000000003
The Dark Pictures: The Devil in Me,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,65 GB,0.0,65 GB,27.0,6.0,3.0,14.0,0.0,2048.0,1564.0,12.05,34.5,92.0,144.1
Stupid Llama,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0,66.5,0,180.0,1.0,1.98,65.0,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Fantasy General II,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,2.2 GB,34.5,2.2 GB,38.5,2.0,3.0,32.0,34.5,1024.0,1751.0,12.05,33.0,62.5,56.05
World of Warcraft: Shadowlands,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,100 GB,0.0,100 GB,27.0,6.0,3.85,13.0,0.0,2048.0,1626.0,11.55,26.5,90.5,152.15
Black Survival: Eternal Return,Windows 7 64-bit,Windows 10 64-bit,DirectX 9,5 GB,36.5,5 GB,55.0,2.0,3.7,32.0,36.5,512.0,900.0,10.05,9.5,26.0,57.6
Life is Strange Remastered,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,14 GB,33.5,14 GB,38.5,3.0,3.6,27.0,33.5,2048.0,1187.5,11.1,16.5,37.0,76.0
Blackmoor Bay,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
BoneCraft - Somewhere In Some Galaxy,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,3 GB,66.5,3 GB,77.5,2.0,1.85,65.0,66.5,384.0,750.0,9.0,0.0,0.0,24.0
The Cycle: Frontier,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,37 GB,50.0,37 GB,18.0,4.0,3.4,14.0,50.0,2048.0,1451.0,11.15,31.5,86.5,185.75
Forza Horizon 3,Windows 10 64-bit,Windows 10 64-bit,DirectX 12,55 GB,33.5,55 GB,27.0,6.0,4.15,16.0,33.5,2048.0,1376.0,11.55,24.5,77.5,136.15
Dragon Marked For Death,Windows 7 32-bit,Windows 10 64-bit,DirectX 9,1 GB,30.5,1 GB,180.0,1.0,2.8,55.0,30.5,384.0,865.0,10.05,9.5,21.0,48.150000000000006
Steep,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,25 GB,52.5,25 GB,32.0,5.0,3.75,27.0,52.5,2048.0,1376.0,11.55,20.5,69.5,112.1
Barbarian Brawl,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Madden NFL 22,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,50 GB,64.0,50 GB,21.0,3.0,3.45,27.0,64.0,1024.0,1626.0,11.55,25.0,88.5,96.15
Rise of the Tomb Raider,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,25 GB,52.5,25 GB,32.0,3.0,3.55,18.0,52.5,2048.0,1187.5,11.1,16.5,37.0,76.0
Dead by Daylight - The Bloodstained Sack,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,15 GB,36.5,0,27.0,5.0,3.15,27.0,36.5,1024.0,950.0,11.5,23.5,37.5,121.6
Swords n Magic and Stuff,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,2 GB,36.5,4 GB,38.5,3.0,3.45,23.0,36.5,1664.0,1075.0,11.05,28.5,49.5,152.8
Re:Turn - One Way Trip,Windows XP 64-bit,Windows 10 64-bit,DirectX 7,2 GB,70.0,2 GB,55.0,2.0,2.85,38.5,70.0,256.0,600.0,10.0,2.0,3.0,8.0
Grave Prosperity: Redux,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Eador: Masters Of The Broken World,Windows XP 32-bit,Windows 7 32-bit,DirectX 9,2 GB,30.5,2 GB,155.0,1.0,1.9835,97.5,30.5,192.0,266.5,8.55,0.0,0.0,4.25
1666 Amsterdam,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,50 GB,52.5,50 GB,32.0,5.0,3.7,27.0,52.5,2048.0,1451.0,11.15,27.5,78.5,161.7
Ridge Racer Unbounded,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,3 GB,0.0,3 GB,77.5,2.0,2.565,55.0,0.0,512.0,1013.0,10.05,11.0,23.0,64.85
Faster Than Light,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,35.5,0MB,155.0,1.0,2.2,77.5,35.5,256.0,250.0,10.0,2.5,4.0,4.0
Doom Eternal,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,50 GB,0.0,50 GB,23.0,4.0,3.5,14.0,0.0,3584.0,1501.0,11.6,37.5,85.5,176.05
Borderlands 2,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,13 GB,0.0,20 GB,77.5,2.0,2.565,55.0,0.0,256.0,550.0,10.0,2.5,5.0,17.6
Brick-Force,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,2 GB,35.0,2 GB,180.0,1.0,2.6,110.0,35.0,384.0,350.0,9.5,1.0,2.5,5.6
Call of Duty - Black Ops: Escalation,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1.5 GB,35.0,1.5 GB,65.0,2.0,3.115,45.0,35.0,384.0,550.0,10.05,4.5,14.0,17.6
International Cue Club,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0,36.0,0,180.0,1.0,1.85,65.0,36.0,320.0,550.0,9.5,1.0,2.5,6.8
Lego Jurassic World,Windows XP 32-bit,Windows 7 64-bit,DirectX 10,10 GB,67.5,10 GB,77.5,2.0,3.08,45.0,67.5,384.0,545.0,9.0,0.0,0.0,28.5
Rogue Heist,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,7 GB,0.0,7 GB,27.0,6.0,3.35,14.0,0.0,2048.0,1351.0,11.1,26.5,69.0,148.89999999999998
Industry Manager Future Simulator,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,5 GB,69.5,5 GB,33.5,2.5,2.9,38.5,69.5,1536.0,1075.0,11.15,6.0,14.5,34.4
Age Of Wushu,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,10 GB,66.5,10 GB,155.0,1.0,2.03,77.5,66.5,192.0,550.0,9.0,0.0,0.0,12.8
Nix,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Thug III,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0,66.5,0,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Tormentum: Dark Sorrow,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Achtung Panzer: Operation Star - Sokolovo 1943,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1 GB,36.0,1 GB,155.0,1.0,2.6,90.0,36.0,128.0,372.5,9.0,0.0,0.0,9.75
Children of the Nile: Alexandria,Windows 2000,Windows 7 32-bit,DirectX 9,1 GB,0.0,1 GB,180.0,1.0,1.9165,130.0,0.0,192.0,137.5,9.0,0.0,0.0,4.4
Master Arena,Windows 7 64-bit,Windows 10 64-bit,DirectX 9,30 GB,36.5,30 GB,38.5,3.0,3.75,18.0,36.5,2048.0,1351.0,11.1,28.5,81.5,148.89999999999998
Trepidation,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Daylight,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,5 GB,31.0,5 GB,77.5,2.0,3.1500000000000004,55.0,31.0,768.0,850.0,11.0,3.0,5.5,13.6
Galaxy in Turmoil,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,3 GB,36.5,3 GB,38.5,3.0,3.15,27.0,36.5,1536.0,1076.0,11.0,6.5,15.0,34.45
Meet Your Maker,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,20 GB,36.5,20 GB,14.0,4.0,3.45,18.0,36.5,2048.0,1576.5,11.65,36.0,79.5,145.7
Dynasty Warriors 9,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,50 GB,52.5,50 GB,32.0,5.0,3.45,18.0,52.5,2048.0,1451.0,11.55,28.0,72.5,161.7
Deadly Premonition 2: A Blessing in Disguise,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,40 GB,36.5,40 GB,38.5,3.0,3.75,27.0,36.5,2048.0,1487.5,11.6,17.5,53.5,95.2
